mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_split,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.0978604316711427,0.01135384418259223,0.06275525093078613,0.01227816727455475,,2,100,"{'model__max_depth': None, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.8096109414634934,0.7868741214676943,0.8201331329875753,0.8114548494983278,0.8151193215595719,0.8086384733953326,0.011460307809100663,12
2.1929116249084473,0.06868309813597598,0.09709110260009765,0.0029800552796278843,,2,200,"{'model__max_depth': None, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.8076842292343238,0.7891017562567658,0.8201189956861032,0.8120728515340991,0.8179502007902197,0.8093856067003025,0.011046343014227144,11
1.0669991970062256,0.03406300354702249,0.06291165351867675,0.007725268142210752,,5,100,"{'model__max_depth': None, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.8161080412970773,0.7977537847575655,0.8322003296010858,0.8299625967395343,0.8327193021478285,0.8217488109086183,0.013450886665829385,10
2.060364866256714,0.03633263708782143,0.10437526702880859,0.012472830734791645,,5,200,"{'model__max_depth': None, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.8179479101029197,0.7994744963081446,0.8324951933174995,0.8288881618276702,0.8335281247851565,0.8224667772682782,0.012753210272028805,9
0.6973836421966553,0.060874401844618994,0.048421049118041994,0.005600802268545797,5,2,100,"{'model__max_depth': 5, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.8398910216017966,0.8312591892459567,0.841195692566203,0.8621067810576317,0.8500725918317003,0.8449050552606577,0.010466254048414083,4
1.4680248260498048,0.1221972962594675,0.07137150764465332,0.0017639107241580062,5,2,200,"{'model__max_depth': 5, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.8392003134441699,0.8313480522837802,0.8411351041313233,0.8618745253905935,0.8515527372580104,0.8450221465015755,0.010607874255105334,3
0.7201329708099365,0.027898492847730067,0.047086334228515624,0.0006905129350633657,5,5,100,"{'model__max_depth': 5, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.8397819624190135,0.8315681902638423,0.841480458210137,0.862076486840192,0.8507075176020027,0.8451229230670375,0.010432020062997309,1
1.3194679737091064,0.02914903950047254,0.07085485458374023,0.0036050573800349016,5,5,200,"{'model__max_depth': 5, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.8391276073223143,0.8313238169098282,0.8413814970998336,0.8616220735785954,0.8519470382937078,0.8450804066408558,0.01057486536918902,2
0.9264885902404785,0.010377624073256672,0.05391502380371094,0.0012446611266184733,10,2,100,"{'model__max_depth': 10, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.8322750553374372,0.8223728854636227,0.8445765272324819,0.8487631880826589,0.8497733274558888,0.8395521967144178,0.010607952624772269,8
1.8319811344146728,0.0358307437767584,0.08778166770935059,0.006102534857941816,10,2,200,"{'model__max_depth': 10, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.8330303911589356,0.8230191621023378,0.8454712164542033,0.8499507214062979,0.8513565977684583,0.8405656177780466,0.010892640310034687,7
0.9251468181610107,0.044881934930975656,0.0496427059173584,0.007067874510207117,10,5,100,"{'model__max_depth': 10, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.8348116911443945,0.8248246974617484,0.8431042282649089,0.8506373903349329,0.8505437310179438,0.8407843476447857,0.009880211736661829,5
1.4716184616088868,0.06669021642978679,0.056434345245361325,0.009833178992504878,10,5,200,"{'model__max_depth': 10, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.83378774659493,0.8245076179858788,0.8430557575170051,0.8513927261564312,0.8507681792998022,0.8407024055108095,0.010307518363243855,6
