mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.27036705017089846,0.016008219266344537,0.029432964324951173,0.0019218582110806202,0.01,3,100,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 100}",0.8344744155235648,0.8259879954114359,0.8384833502980951,0.8484016770878774,0.8496338055509498,0.8393962487743846,0.008840185431140762,7
0.36751480102539064,0.013623922338325179,0.031972646713256836,0.002873297060234354,0.01,3,200,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 200}",0.8365667361414053,0.8291527313266442,0.8425185400610731,0.856954744478374,0.852927735741468,0.843624097549793,0.010244148367824783,4
0.36636810302734374,0.029190128281118704,0.036189031600952146,0.00787780699257864,0.01,5,100,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 100}",0.8403555329358733,0.8287366907404716,0.84427560467258,0.8561529575234679,0.8563207467050588,0.8451683065154902,0.010382650750514553,3
0.6335860252380371,0.06376908130087613,0.03617339134216309,0.0022461441208264862,0.01,5,200,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 200}",0.8401717480167387,0.8280500218118367,0.8453096472945243,0.8583563569385875,0.8560417028951807,0.8455858953913736,0.011039064866992264,2
0.24372358322143556,0.02351026167033382,0.0356806755065918,0.00707399778424263,0.1,3,100,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 100}",0.8393497649168726,0.8283650816732102,0.8475514193850678,0.8641728466870244,0.8541207491315267,0.8467119723587404,0.01225795474890492,1
0.3475444793701172,0.03113692014260273,0.03152031898498535,0.0010635470770614557,0.1,3,200,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 200}",0.8368636194723151,0.8245884025657183,0.8421206760053641,0.8590894770006301,0.8508814144690282,0.8427087179026111,0.011815066945517122,5
0.30513854026794435,0.020199936687301957,0.03925752639770508,0.007235662629818058,0.1,5,100,"{'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 100}",0.8373382288788717,0.823663419126557,0.8438636033153991,0.8548381884865818,0.8513646859948317,0.8422136251604483,0.011079021385340695,6
0.4345881938934326,0.032789646464621486,0.0476107120513916,0.021734394917477907,0.1,5,200,"{'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 200}",0.8330364500024234,0.8226192784321329,0.835809380705411,0.8494337000953259,0.844465428898424,0.8370728476267434,0.009319178595936195,8
